service_name,address,latitude,longitude,services_offered,details_url,scrape_ts
Cleanaway Lismore CDS Solid Waste Depot,"17 Habib Drive, Lismore, NSW, 2480",-28.822906277110995,153.26188231950778,Solid waste services,https://www.cleanaway.com.au/location/lismore/,2024-03-11 00:01:34
Cleanaway Lonsdale - Solid Waste Services,"Lot 79 Liston Road, Lonsdale, SA, 5160",-35.096019826247016,138.50125136275895,Solid waste services,https://www.cleanaway.com.au/location/lonsdale-lot-79-liston-road/,2024-03-11 00:01:40
Cleanaway Lonsdale - Waste and Recycling Depot,"10 Donegal Road , Lonsdale, SA, 5160",-35.11899613364654,138.49303886929948,Miscellaneous,https://www.cleanaway.com.au/location/lonsdale-sawaste/,2024-03-11 00:01:41
Lucas Heights Organic Resource Recovery Facility,"Little Forest Road, Lucas Heights. NSW 2234",-34.0458007,150.9736569,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-lucas-heights-orrf/,2024-03-11 00:01:46
Cleanaway Lucas Heights Resource Recovery Park,"Little Forest Road, Lucas Heights. NSW 2234",-34.04483428673299,150.9731024434171,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-lucas-heights-rrp/,2024-03-11 00:01:51
Cleanaway Lysterfield Resource Recovery Centre,"840 Wellington Road, Lysterfield, VIC, 3156",-37.943951894124,145.3191043353757,Solid waste services,https://www.cleanaway.com.au/location/lysterfield/,2024-03-11 00:01:53
Maddington Jade Street,"22-24 Jade Street, Maddington, WA, 6109",-32.03925999544982,115.99922766376258,Miscellaneous,https://www.cleanaway.com.au/location/maddington-2/,2024-03-11 00:02:00
Maddington Kenwick Rd Liquid Waste Services,"280 Kenwick Road, Maddington, WA, 6109",-32.02958970620715,115.99848870307103,Liquid waste services,https://www.cleanaway.com.au/location/maddington-kenwick/,2024-03-11 00:02:06
Maddington Valencia Way,"Lot 579 Valencia Way, Maddington, WA, 6109",-32.03567189355669,115.99618977792727,Miscellaneous,https://www.cleanaway.com.au/location/maddington/,2024-03-11 00:02:12
Cleanaway Malaga - Solid Waste Services,"171 Camboon Road, Malaga, WA, 6530",-31.866000861367514,115.88811538148046,Solid waste services,https://www.cleanaway.com.au/location/malaga/,2024-03-11 00:02:16
Cleanaway Mandurah - Solid Waste Services,"101 Park Road, Mandurah, WA, 6210",-32.51531772998657,115.7438272000268,Solid waste services,https://www.cleanaway.com.au/location/mandurah-2/,2024-03-11 00:02:22
Mandurah Tip: Transfer Station,"80 Corsican Pl, Parklands, WA, 6180",-32.504415610631085,115.75982899045232,Transfer Station,https://www.cleanaway.com.au/location/mandurah/,2024-03-11 00:02:29
Cleanaway Manjimup — Solid Waste Depot,"9 Gandy Street, Manjimup, WA, 6258",-34.25550049801965,116.149420262724,Solid waste services,https://www.cleanaway.com.au/location/manjimup-solid-waste/,2024-03-11 00:02:34
Mansfield,"C/- Trans Ag. Withers Lane, Mansfield, VIC, 3722",-37.0521693,146.0881238,Office,https://www.cleanaway.com.au/location/mansfield/,2024-03-11 00:02:40
Cleanaway Margaret River Solid Waste Depot,"17 Auger Way, Margaret River, WA, 6285",-33.96672800321526,115.07210875324134,"Solid waste services, Office",https://www.cleanaway.com.au/location/margaret-river/,2024-03-11 00:02:45
Cleanaway Melbourne Corporate Head Office,"Level 4, 441 St Kilda Road, Melbourne, VIC, 3004",-37.83943217730081,144.97763336491647,Office,https://www.cleanaway.com.au/location/melbourne/,2024-03-11 00:02:51
Cleanaway Mildura - Solid Waste Services,"359 Benetook Avenue, Mildura, VIC, 3500",-34.199754995397875,142.17421414333316,"Solid waste services, Liquid waste services",https://www.cleanaway.com.au/location/mildura/,2024-03-11 00:02:59
Cleanaway Milton Corporate Office,"Level 7, 135 Coronation Drive, Milton, QLD, 4064",-27.470353744143594,153.00765615951624,Office,https://www.cleanaway.com.au/location/milton/,2024-03-11 00:03:03
Cleanaway Monash Solid Waste Transfer Station,"92 Hoskin Road, Monash, SA, 5342",-34.25684598862214,140.60508893627267,Solid waste services,https://www.cleanaway.com.au/location/monash/,2024-03-11 00:03:08
Cleanaway Moranbah - Liquid Waste Services,"13 - 19 Thorpe Street, Moranbah, QLD, 4744",-21.98603455754195,148.01488531938543,Liquid waste services,https://www.cleanaway.com.au/location/moranbah/,2024-03-11 00:03:15
Cleanaway Morningside - Solid Waste Services,"42 Manton Street , Morningside, QLD, 4170",-27.452751757838953,153.07732429982818,Solid waste services,https://www.cleanaway.com.au/location/morningside/,2024-03-11 00:03:23
Cleanaway Mornington - Solid Waste Services,"12A Carbine Way, Mornington, VIC, 3931",-38.23047984961146,145.06867493070044,"Solid waste services, Office",https://www.cleanaway.com.au/location/mornington-2/,2024-03-11 00:03:28
Cleanaway Morwell Industrial Waste Services,6-8 Wegner Street Morwell Victoria 3840,-38.22987945430703,146.39682829111084,Industrial waste services,https://www.cleanaway.com.au/location/morwell-industrial-waste-services/,2024-03-11 00:03:33
Cleanaway Morwell Solid Waste Services Municipal,"132-160 Princes Drive (Corser Rd), Morwell, VIC, 3840",-38.2335502609417,146.44215252731158,Solid waste services,https://www.cleanaway.com.au/location/morwell-municipal/,2024-03-11 00:03:39
Cleanaway Mount Gambier Depot,"7 Eucalypt Drive, Mount Gambier, SA, 5290",-37.84419478990542,140.8039420311392,Solid waste services,https://www.cleanaway.com.au/location/mount-gambier/,2024-03-11 00:03:46
Cleanaway Mt. Isa - Liquid and Industrial Waste Services,"13 Northridge Rd, Kalkadoon, QLD, 4825",-20.688098241779148,139.48826886228483,Liquid waste services,https://www.cleanaway.com.au/location/mt-isa/,2024-03-11 00:03:52
Cleanaway Mulgrave Industrial Waste Services,"10-16 Geddes Street, Mulgrave, VIC, 3170",-37.90667170885494,145.15499356349,Industrial waste services,https://www.cleanaway.com.au/location/mulgrave/,2024-03-11 00:03:59
Cleanaway Narangba – Hazardous Liquid Waste Services,"8-12 Krypton Street, Narangba, QLD, 4504",-27.198908583422064,153.00245588654735,Liquid waste services,https://www.cleanaway.com.au/location/narangba-liquid-waste-services/,2024-03-11 00:04:05
Cleanaway Narangba Solid Waste Municipal,"56 - 60 Saltwater Circuit, Narangba, QLD, 4504",-27.206933789931885,152.9885814522348,Solid waste services,https://www.cleanaway.com.au/location/narangba-2/,2024-03-11 00:04:11
Cleanaway Narangba Vacuum Truck Liquid Waste Services,"109 Potassium Street, Narangba, QLD, 4504",,,,https://www.cleanaway.com.au/location/narangba/,2024-03-11 00:04:18
Cleanaway Narangba Waste Facility,"26-32 Potassium Street, Narangba, QLD, 4504",-27.199652962460615,153.00675098434937,Liquid waste services,https://www.cleanaway.com.au/location/narangba-3/,2024-03-11 00:04:21
Cleanaway Narangba - Waste Transfer Station,"200 Potassium Street, Narangba, QLD, 4504",-27.198941361528483,152.98986424218432,Solid waste services,https://www.cleanaway.com.au/location/narangba-transfer-station/,2024-03-11 00:04:25
Cleanaway New Chum - Solid Waste Services,"100 Chum Street, New Chum, QLD, 4303",-27.607929297837284,152.83432464445465,Solid waste services,https://www.cleanaway.com.au/location/new-chum/,2024-03-11 00:04:29
Cleanaway Newman Solid Waste Depot,"1568 Woodstock street, Newman, WA, 6753",-23.37238971273152,119.7304318632627,"Solid waste services, Industrial waste services",https://www.cleanaway.com.au/location/newman/,2024-03-11 00:04:31
Cleanaway Newstead — Solid Waste Services,"37 Birch Avenue, Newstead, TAS, 7250","-41.43499492006276,",147.16411281003428,Miscellaneous,https://www.cleanaway.com.au/location/newstead/,2024-03-11 00:04:33
Cleanaway Nhulunbuy - Industrial Waste Services,"1 Melville Bay Road, C/O Rio Tinto Gove Nhulunbuy, NT, 0880",-12.190803970805476,136.75348626523842,Industrial waste services,https://www.cleanaway.com.au/location/nhulunbuy/,2024-03-11 00:04:35
Cleanaway Northgate - Solid Waste Services,"172 Crockford Street, Northgate, QLD, 4013",-27.389485848175312,153.08118133290225,Solid waste services,https://www.cleanaway.com.au/location/northgate/,2024-03-11 00:04:38
Cleanaway Nowra - Solid Waste Services,"7 Tom Thumb Avenue, Nowra, NSW, 2541",-34.91319521406604,150.57975414316385,"Solid waste services, Office",https://www.cleanaway.com.au/location/nowra/,2024-03-11 00:04:40
Cleanaway Orange Depot - Health Services,"Unit 1, 191 Byng Street, Orange, NSW, 2800",-33.28154054011117,149.1072033609523,Miscellaneous,https://www.cleanaway.com.au/location/byng-st-orange/,2024-03-11 00:04:43
Cleanaway Orange Liquid Waste Depot,"28 Leewood Drive, Orange, NSW, 2800",-33.31265210461621,149.11038410411652,Liquid waste services,https://www.cleanaway.com.au/location/orange/,2024-03-11 00:04:45
Cleanaway Oxley Solid Waste Services,"2145 Ipswich Road, Oxley, QLD, 4075",-27.56361920076197,152.98561766604732,Solid waste services,https://www.cleanaway.com.au/location/oxley/,2024-03-11 00:04:47
Cleanaway Padstow Liquid Waste Services,"12 Stuart Street, Padstow, NSW, 2211",-33.94460372431617,151.03765259217488,Liquid waste services,https://www.cleanaway.com.au/location/padstow/,2024-03-11 00:04:49
Cleanaway Paget Mackay - Liquids Waste Services,"Lot 3 Crichtons Rd, Paget, QLD, 4740",-21.192329001937534,149.16306718588277,Liquid waste services,https://www.cleanaway.com.au/location/pagetmackay/,2024-03-11 00:04:52
Cleanaway Paget Mackay - Solid Waste Services,"Lot 3 Crichtons Rd, Paget, QLD, 4740",-21.19235356780925,149.16304804510474,Miscellaneous,https://www.cleanaway.com.au/location/cleanaway-paget-mackay-solid-waste-services/,2024-03-11 00:04:56
Parkes NSW,"28 May Street, Parkes, NSW, 2600",-33.142893360569104,148.18106230338034,Miscellaneous,https://www.cleanaway.com.au/location/parkes/,2024-03-11 00:05:00
Cleanaway Parkeston - Liquid Waste Services,"Lot 33 Yarri Road, Parkeston, WA, 6434",-30.709772179524332,121.50860663517295,"Liquid waste services, Office",https://www.cleanaway.com.au/location/parkeston/,2024-03-11 00:05:03
Cleanaway Parkhurst - Solid Waste Services,"78 Waurn Street, Parkhurst, QLD, 4701",-23.33329659990984,150.50397830176257,Solid waste services,https://www.cleanaway.com.au/location/parkhurst/,2024-03-11 00:05:06
Cleanaway Peakhurst Solid Waste Depot,"8-10 Depot Road, Peakhurst, NSW, 2210",-33.967708831581746,151.06289692810822,Solid waste services,https://www.cleanaway.com.au/location/peakhurst/,2024-03-11 00:05:10
Perth MRF,"72 Hyne Road, South Guildford, WA, 6055",-31.915738733432097,115.96737529065089,Miscellaneous,https://www.cleanaway.com.au/location/perth-material-recovery-facility/,2024-03-11 00:05:14
Cleanaway Pinjarra,"Alocoa Access Road, South West Highway, Pinjarra, WA, 6208",-32.6599049,115.8285153,Office,https://www.cleanaway.com.au/location/pinjarra/,2024-03-11 00:05:18
Cleanaway Port Adelaide - Solid Waste Services,"2 Francis Rd, Wingfield SA 5013, Australia",-34.84442097392786,138.5429558408226,Solid waste services,https://www.cleanaway.com.au/location/port-adelaide/,2024-03-11 00:05:21
Cleanaway Port Augusta Solid Waste Transfer Station,"Lot 10 Footner Road, Port Augusta, SA, 5710",-32.505562227210376,137.81003601306412,Solid waste services,https://www.cleanaway.com.au/location/stirling-north/,2024-03-11 00:05:25
Cleanaway Port Hedland Liquid & Technical Services,"20 Schillaman Street, Wedgefield, WA, 6721",-20.369422264466657,118.59883877462673,Liquid waste services,https://www.cleanaway.com.au/location/wedgefield/,2024-03-11 00:05:28
Cleanaway Port Hedland Solid Waste Services,"1 Peawah St, Wedgefield, WA, 6721",-20.372336374583497,118.59275727961628,"Solid waste services, Office",https://www.cleanaway.com.au/location/port-hedland/,2024-03-11 00:05:30
Cleanaway Port Kembla Liquid Waste Services,"Recycling Area 21, Bluescope Steel, Springhill Road, Port Kembla, NSW, 2505",-34.45520241169187,150.87265678476146,Liquid waste services,https://www.cleanaway.com.au/location/port-kembla/,2024-03-11 00:05:31
Cleanaway Portarlington Road Moolap Depot,"317 Portarlington Road, Moolap, VIC, 3224",-38.16548988320143,144.42027733885604,Solid waste services,https://www.cleanaway.com.au/location/moolap/,2024-03-11 00:05:35
Cleanaway Portsmith Cairns Solid Waste Services,"66 Fearnley Street, Portsmith Cairns, QLD, 4870",-16.935437983447315,145.77113796653825,Solid waste services,https://www.cleanaway.com.au/location/portsmith/,2024-03-11 00:05:38
Cleanaway Queanbeyan Liquid Waste Depot,"42B Aurora Ave, Queanbeyan, NSW, 2620",-35.33834372891299,149.24804793546613,Liquid waste services,https://www.cleanaway.com.au/location/queanbeyan/,2024-03-11 00:05:42
Cleanaway Ramsay SA,"Section 100 Dump Road, Ramsay, SA, 5575",-34.79998343337878,137.78792400506998,Miscellaneous,https://www.cleanaway.com.au/location/ramsay-sa/,2024-03-11 00:05:46
Cleanaway Ravenhall Melbourne Regional Landfill,"1100-1152 Christies Road, Ravenhall, VIC, 3023",-37.78769471213414,144.7224335342535,Miscellaneous,https://www.cleanaway.com.au/location/ravenhall/,2024-03-11 00:05:49
Cleanaway Rockdale Resource Recovery Centre,"5 Lindsay Street, Rockdale. NSW 2116",-33.95829848119168,151.14379702769418,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-rockdale-resource-recovery-centre/,2024-03-11 00:05:51
Cleanaway Rockhampton NWO & ERS Liquid Waste Service,"Dooley St & Robinson St, Rockhampton City, QLD, 4700",-23.363432807784612,150.50999940984047,Liquid waste services,https://www.cleanaway.com.au/location/rockhampton/,2024-03-11 00:05:53
Cleanaway Rokeby Technical and Environmental Services,"8/73 Droughty Point Road, Rokeby, TAS, 7018",-42.906018245308054,147.4419780444115,Miscellaneous,https://www.cleanaway.com.au/location/rokeby/,2024-03-11 00:05:56
Cleanaway Roma Industrial Waste Services,"27 - 31 Linton Street, Roma, QLD, 4455",-26.582765184930075,148.77704248162357,Industrial waste services,https://www.cleanaway.com.au/location/roma/,2024-03-11 00:05:59
Cleanaway Rutherford Refinery,"11 Kyle St, Rutherford, NSW, 2320",-32.710217045609525,151.49925201764503,Office,https://www.cleanaway.com.au/location/rutherford-2/,2024-03-11 00:06:01
Cleanaway Rutherford Waste Oil Collection Facility,"99 Kyle Street, Rutherford, NSW, 2320",-32.71265285026184,151.50138013401113,Liquid waste services,https://www.cleanaway.com.au/location/rutherford/,2024-03-11 00:06:03
Cleanaway Ryde Resource Recovery Centre,"145 Wicks Road, Ryde. NSW 2116",-33.78582925278756,151.1384890509105,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-ryde-resource-recovery-centre/,2024-03-11 00:06:05
Cleanaway Seymour Solid Waste Service,"61 Emily Street, Seymour, VIC, 3660",-37.01818700175218,145.1333478275846,Office,https://www.cleanaway.com.au/location/seymour/,2024-03-11 00:06:09
Cleanaway Shepparton Solid Waste Services,"73 Old Dookie Road, Shepparton, VIC, 3630",-36.377039045423395,145.42430774486468,Office,https://www.cleanaway.com.au/location/shepparton/,2024-03-11 00:06:10
Cleanaway Skips,"158 Frederick Street, Welland, SA, 5007",-34.910169021919465,138.55829289857417,Solid waste services,https://www.cleanaway.com.au/location/welland/,2024-03-11 00:06:14
Cleanaway Smythesdale,"1380 Glenelg Highway, Smythesdale, VIC, 3351",-37.652060,143.670400,Miscellaneous,https://www.cleanaway.com.au/location/smythesdale/,2024-03-11 00:06:17
Cleanaway Somersby - Solid Waste Services,"75 Pile Road, Somersby, NSW, 2250",-33.40841394319126,151.28472585168598,Solid waste services,https://www.cleanaway.com.au/location/somersby/,2024-03-11 00:06:21
Cleanaway South Geelong Resource Recovery Transfer Station,"22 Wood St, South Geelong VIC 3220",-38.16898778012702,144.36845541153232,Solid waste services,https://www.cleanaway.com.au/location/south-geelong/,2024-03-11 00:06:24
Cleanaway South Kempsey – Solid Waste Services,"42 South Street, South Kempsey, NSW, 2440",-31.100181076598474,152.82570354747952,"Solid waste services, Office",https://www.cleanaway.com.au/location/kempsey/,2024-03-11 00:06:26
Cleanaway South Windsor Liquid Waste Services,"Corner of Blackman Crescent and Fairey road, South Windsor, NSW, 2756",-33.62512997774327,150.8148539135821,Liquid waste services,https://www.cleanaway.com.au/location/south-windsor/,2024-03-11 00:06:29
Cleanaway Southwest Solid Waste Services,"Lot 171 Boyanup, Picton Rd,Picton, WA, 6229",-33.3532421245250,115.69951020544082,Miscellaneous,https://www.cleanaway.com.au/location/bunbury/,2024-03-11 00:06:32
Cleanaway St Marys Industrial and Technical Waste Services,"42-46 Charles Street, St Marys, NSW, 2760",-33.7443541093107,150.76981404654026,"Hazardous Soil Treatment, Industrial Waste Services Depot",https://www.cleanaway.com.au/location/st-marys/,2024-03-11 00:06:36
Cleanaway St Marys Liquid Waste Services,"40 Christie Street, St Marys, NSW, 2760",-33.74794369397784,150.77082641563322,Liquid waste services,https://www.cleanaway.com.au/location/st-marys-liquid-waste-services/,2024-03-11 00:06:38
Cleanaway Stratford - Liquid Waste Services,"63 Greenbank Rd, Stratford, QLD, 4870",-16.86956135933898,145.74046373897224,Liquid waste services,https://www.cleanaway.com.au/location/stratford/,2024-03-11 00:06:40
Cleanaway Sunshine West Industrial Waste Services,"16 Industrial Drive, Sunshine West, VIC, 3013",-37.81026713090877,144.81531514946656,Industrial waste services,https://www.cleanaway.com.au/location/sunshine-west/,2024-03-11 00:06:43
Cleanaway Swan Hill Solid Waste Services,"21 Quin Drive, Swan Hill, VIC, 3585",-35.34504393650596,143.53471054108584,Solid waste services,https://www.cleanaway.com.au/location/cleanaway-swan-hill/,2024-03-11 00:06:47
Cleanaway Sydney Olympic Park - Industrial Waste Services,"cnr Hill Rd & Pondage Link, Sydney Olympic Park, NSW, 2127",-33.84232190103701,151.05902325980506,Industrial waste services,https://www.cleanaway.com.au/location/sydney-olympic-park/,2024-03-11 00:06:50
Cleanaway Tamworth @Gunnedah Rd - Solid waste service,"31 Gunnedah Rd, Taminda, NSW, 2340",-31.09587265228226,150.90517033569827,Miscellaneous,https://www.cleanaway.com.au/location/tamworth-2/,2024-03-11 00:06:53
Cleanaway Tamworth - Solid Waste Services,"13 Anson Street, Taminda, NSW, 2340",-31.089898679901008,150.91054136266985,Solid waste services,https://www.cleanaway.com.au/location/tamworth/,2024-03-11 00:06:57
Cleanaway Thomastown Grease Trap Services,"11 Chaffey Street, Thomastown, VIC, 3074",-37.68991455100399,145.00463870412375,Liquid waste services,https://www.cleanaway.com.au/location/thomastown/,2024-03-11 00:07:00
Thurla,"428 Magnum Avenue (Koorlong), Thurla, VIC, 3496",-34.33924442041548,142.0981279276598,Office,https://www.cleanaway.com.au/location/thurla/,2024-03-11 00:07:02
Thurla Solid Waste Services,"428 Magnum Avenue (Koorlong), Thurla, VIC, 3496",-34.33924552522761,142.09812723192783,"Transfer Station, Office, Public Waste Drop-off, Commercial Waste Drop-off",https://www.cleanaway.com.au/location/thurla-solid-waste-services/,2024-03-11 00:07:04
Cleanaway Toowoomba – Liquid Waste Services,"27-35 Wilkinson St, Toowoomba, QLD, 4350",-27.536491358819948,151.9509750038121,Liquid waste services,https://www.cleanaway.com.au/location/toowoomba/,2024-03-11 00:07:07
Cleanaway Townsville NQRR,"96-102 Enterprise Street, Bohle, QLD, 4818",-19.254110478190434,146.71308489997946,Miscellaneous,https://www.cleanaway.com.au/location/townsville-nqrr/,2024-03-11 00:07:11
Cleanaway Tullamarine Solid Waste Depot,"206-300 Western Avenue, Tullamarine, VIC, 3043",-37.67575651293539,144.86538768532327,"Solid waste services, Office",https://www.cleanaway.com.au/location/tullamarine/,2024-03-11 00:07:14
Cleanaway Unanderra – Medical Waste Services,"10-14 Industrial Road, Unanderra, NSW, 2526",-34.463930429547275,150.85618033057716,Miscellaneous,https://www.cleanaway.com.au/location/industrial-road-unanderra/,2024-03-11 00:07:17
Cleanaway Unanderra Waste Depot - Solid Waste Services,"5 Charcoal Close, Unanderra, NSW, 2526",-34.45884306921514,150.8530455657857,Solid waste services,https://www.cleanaway.com.au/location/unanderra/,2024-03-11 00:07:21
Cleanaway Unanderra Waynote Place Industrial Services,"10-12 Waynote Place, Unanderra, NSW, 2526",-34.460265,150.8633155,"Liquid waste services, Industrial waste services, Office",https://www.cleanaway.com.au/location/unanderra-3/,2024-03-11 00:07:23
Cleanaway Wagga Wagga - Solid Waste Services,"9 Schiller Street, Wagga Wagga NSW 2650 Australia",-35.12764190922321,147.4136964940244,Solid waste services,https://www.cleanaway.com.au/location/wagga-wagga/,2024-03-11 00:07:26
Cleanaway Warooka Waste Transfer Station & Recycling Centre,"Tuckokcowie Road, Warooka, SA, 5577",-34.991525609567866,137.42958691778773,Miscellaneous,https://www.cleanaway.com.au/location/warooka-sa/,2024-03-11 00:07:29
Cleanaway Warrnambool Bin Hire and Waste Drop Off,"355 Koroit Street, Warrnambool VIC 3280",-38.37571400011774,142.46415810075274,Miscellaneous,https://www.cleanaway.com.au/location/warrnambool/,2024-03-11 00:07:33
Cleanaway Webberton Solid Waste Services,"11 Connolly Street, Webberton , WA, 6530",-28.748278356854854,114.62827788098731,Solid waste services,https://www.cleanaway.com.au/location/webberton/,2024-03-11 00:07:35
Cleanaway Wetherill Park Waste Motor Oil Recycling,"6 Davis Road/2 Wenban Place, Wetherill Park, NSW, 2164",-33.837152894458214,150.90440315644275,Miscellaneous,https://www.cleanaway.com.au/location/wetherill-park/,2024-03-11 00:07:37
Cleanaway Whyalla One Steel - Industrial Waste Services,"27 Bowers Court, Whyalla Barson, SA, 5601",-33.008009,137.572109,Industrial waste services,https://www.cleanaway.com.au/location/whyalla-one-steel-cleanaway/,2024-03-11 00:07:39
Cleanaway Whyalla Playford Industrial Services,"132B Norrie Avenue, Whyalla, SA, 5600",-33.038010670814074,137.55243296595594,Liquid waste services,https://www.cleanaway.com.au/location/whyalla/,2024-03-11 00:07:41
Cleanaway Willawong Recycling & Transfer Station,"343 Bowhill Road, Willawong, QLD, 4068",-27.582836114938612,152.99688907576672,Solid waste services,https://www.cleanaway.com.au/location/willawong/,2024-03-11 00:07:44
Cleanaway Wingfield – Liquid Waste Services,"20 George Street, Wingfield, SA, 5013",-34.83475550287251,138.56438246007562,"Liquid waste services, Office",https://www.cleanaway.com.au/location/wingfield-2/,2024-03-11 00:07:48
Wingfield Resource Recovery Centre,"Hanson Road, Wingfield, SA 5013",-34.83065925891953,138.54731182037293,Transfer Station,https://www.cleanaway.com.au/location/wingfield/,2024-03-11 00:07:50
Cleanaway Wodonga Industrial Waste Services,"2/9 Romet Road, Wodonga, VIC, 3690",-36.11166500739213,146.85815657030102,Industrial waste services,https://www.cleanaway.com.au/location/wodonga/,2024-03-11 00:07:52
Cleanaway Wyong Solid Waste Depot,"1 Amsterdam Circuit, Wyong, NSW, 2259",-33.264526357566275,151.45145710619676,"Solid waste services, Office",https://www.cleanaway.com.au/location/wyong/,2024-03-11 00:07:54
Cleanaway Yatala Liquid Waste Services,"29 Binary St, Yatala, QLD, 4207",-27.757649419169535,153.23397267269092,Liquid waste services,https://www.cleanaway.com.au/location/yatala/,2024-03-11 00:07:56
Cleanaway Young - Solid Waste Services,"20 Chillingworks Rd, Young, NSW, 2594",-34.30134824214955,148.2713198766994,Solid waste services,https://www.cleanaway.com.au/location/young-nsw/,2024-03-11 00:07:58
Melbourne Energy & Resource Centre,"510 Summerhill Road, Wollert VIC 3750",-37.57592265294685,144.97817345499203,Miscellaneous,https://www.cleanaway.com.au/location/melbourne-energy-and-resource-centre/,2024-03-11 00:08:02
Wallerawang Energy & Resource Centre,"Old Power Station Site, Wallerawang, NSW 2845",-33.3986041,150.0782163,Miscellaneous,https://www.cleanaway.com.au/location/wallerawang-energy-and-resource-centre/,2024-03-11 00:08:05
